id	country	rule	tail	manufacturer	designation	site_country
25097	US	USAF/US Army fiscal-year serial	59-0529	Douglas	C-133B	United States
25369	US	USAF/US Army fiscal-year serial	59-0536	Douglas	C-133B	United States
802	US	USAF/US Army fiscal-year serial	60-0377	Boeing	C-135A	United States
803	US	USAF/US Army fiscal-year serial	61-2669	Boeing	C-135C	United States
7572	US	USAF/US Army fiscal-year serial	61-2671	Boeing	C-135C	United States
1906	US	N-number	N814NA	Lockheed	C-140	United States
828	US	USAF/US Army fiscal-year serial	59-5962	Lockheed	C-140A	United States
1050	US	USAF/US Army fiscal-year serial	59-5958	Lockheed	C-140A	United States
26667	US	USAF/US Army fiscal-year serial	59-5959	Lockheed	C-140A	United States
6529	US	USAF/US Army fiscal-year serial	62-4201	Lockheed	C-140B	United States
24933	US	USAF/US Army fiscal-year serial	61-2488	Lockheed	C-140B	United States
831	US	USAF/US Army fiscal-year serial	61-2779	Lockheed	C-141A	United States
25367	US	USAF/US Army fiscal-year serial	61-2775	Lockheed	C-141A	United States
144	US	USAF/US Army fiscal-year serial	65-0257	Lockheed	C-141B	United States
1051	US	USAF/US Army fiscal-year serial	63-8088	Lockheed	C-141B	United States
4495	US	USAF/US Army fiscal-year serial	67-0013	Lockheed	C-141B	United States
5688	US	USAF/US Army fiscal-year serial	65-0277	Lockheed	C-141B	United States
7593	US	USAF/US Army fiscal-year serial	65-9400	Lockheed	C-141B	United States
24767	US	USAF/US Army fiscal-year serial	66-0186	Lockheed	C-141B	United States
25368	US	USAF/US Army fiscal-year serial	64-0626	Lockheed	C-141B	United States
25596	US	USAF/US Army fiscal-year serial	66-7947	Lockheed	C-141B	United States
25932	US	USAF/US Army fiscal-year serial	63-8079	Lockheed	C-141B	United States
26664	US	USAF/US Army fiscal-year serial	65-0236	Lockheed	C-141B	United States
4174	US	USAF/US Army fiscal-year serial	66-0177	Lockheed	C-141C	United States
24950	US	USAF/US Army fiscal-year serial	65-0248	Lockheed	C-141C	United States
7843	US	N-number	N19462	Cessna	C-145	United States
18186	FR	F- registration	F-RAGL	Transall	C-160	France
16559	DE	Bundeswehr NN+NN	50+62	Transall	C-160D	Germany
16918	DE	Bundeswehr NN+NN	50+85	Transall	C-160D	Germany
16946	DE	Bundeswehr NN+NN	50+70	Transall	C-160D	Germany
16947	DE	Bundeswehr NN+NN	50+60	Transall	C-160D	Germany
17066	DE	Bundeswehr NN+NN	51+02	Transall	C-160D	Germany
17142	DE	Bundeswehr NN+NN	50+56	Transall	C-160D	Germany
17262	DE	Bundeswehr NN+NN	50+81	Transall	C-160D	Germany
17470	DE	Bundeswehr NN+NN	51+07	Transall	C-160D	Germany
17835	DE	Bundeswehr NN+NN	50+64	Transall	C-160D	Germany
17982	DE	D- registration	D-EAAQ	Transall	C-160D	Germany
18048	DE	Bundeswehr NN+NN	50+37	Transall	C-160D	Germany
18049	DE	Bundeswehr NN+NN	50+66	Transall	C-160D	Germany
18125	DE	Bundeswehr NN+NN	51+01	Transall	C-160D	Germany
5464	FR	F- registration	F-RAGT	Transall	C-160G	France
5465	FR	F- registration	F-RAMM	Transall	C-160R	France
7128	US	N-number	N32455	Cessna	C-165	United States
7844	US	N-number	N32450	Cessna	C-165	United States
10514	US	N-number	N25468	Cessna	C-165	United States
59	US	USAF/US Army fiscal-year serial	87-0025	Boeing	C-17A	United States
26660	US	N-number	N64463	Beechcraft	C-18S	United States
21056	CA	CF- registration	CF-AOR	Aeronca	C-2	Canada
4173	US	USAF/US Army fiscal-year serial	84-0064	Learjet	C-21A	United States
26666	US	USAF/US Army fiscal-year serial	84-0065	Learjet	C-21A	United States
23871	US	USAF/US Army fiscal-year serial	93-1320	Short	C-23B	United States
25452	US	USAF/US Army fiscal-year serial	85-25343	Short	C-23B	United States
5260	US	USAF/US Army fiscal-year serial	94-0310	Short Brothers	C-23B+	United States
18279	FR	F- registration	F-CRMI	Castel	C-25S	France
19193	FR	F- registration	F-CRHD	Castel	C-25S	France
3881	US	USAF/US Army fiscal-year serial	90-0171	Aeritalia	C-27A	United States
25650	US	USAF/US Army fiscal-year serial	91-0103	Alenia	C-27A	United States
26653	US	USAF/US Army fiscal-year serial	90-1073	Alenia	C-27A	United States
26654	US	USAF/US Army fiscal-year serial	90-0172	Alenia	C-27A	United States
26655	US	USAF/US Army fiscal-year serial	90-0174	Alenia	C-27A	United States
26656	US	USAF/US Army fiscal-year serial	91-0104	Alenia	C-27A	United States
26657	US	USAF/US Army fiscal-year serial	91-0105	Alenia	C-27A	United States
26658	US	USAF/US Army fiscal-year serial	91-0106	Alenia	C-27A	United States
10491	US	N-number	N12423	Aeronca	C-3	United States
10492	US	N-number	N13000	Aeronca	C-3	United States
21215	CA	CF- registration	CF-AQP	Aeronca	C-3	Canada
23960	US	N-number	N17404	Aeronca	C-3	United States
24601	US	N-number	N17447	Aeronca	C-3	United States
24671	US	N-number	N285M	Spartan	C-3	United States
5902	US	N-number	N16291	Aeronca	C-3	United States
24022	US	N-number	N15252	Aeronca	C-3	United States
24024	US	N-number	N16259	Aeronca	C-3	United States
6476	US	US registration (maker is not a UK airframe builder)	N7550	Stearman	C-3B	United States
4018	US	USAF/US Army fiscal-year serial	85-1607	Fokker	C-31A	United States
23491	FI	OH- registration	OH-VKF	Cessna	C-37	Finland
21232	CA	CF- registration	CF-NEV	Cessna	C-37Airmaster	Canada
5829	US	N-number	N30M	Kreider-Reisner	C-4C	United States
20277	US	N-number	N2880D	Beech	C-45	United States
26599	US	N-number	N2808J	Beechcraft	C-45	United States
27023	US	US registration (maker is not a UK airframe builder)	N3647	Beech	C-45	United States
20611	CA	CF- registration	CF-MJY	Beechcraft	C-45Expeditor	Canada
26611	US	USAF/US Army fiscal-year serial	44-47139	Beechcraft	C-45F	United States
31081	US	USAF/US Army fiscal-year serial	44-87201	Beech	C-45F	United States
21379	US	USAF/US Army fiscal-year serial	44-47428	Beechcraft	C-45F Expeditor	Canada
336	US	USAF/US Army fiscal-year serial	51-11897	Beech	C-45G	United States
2312	US	N-number	N181MH	Beechcraft	C-45G	United States
24932	US	USAF/US Army fiscal-year serial	51-11653	Beechcraft	C-45G	United States
25388	US	USAF/US Army fiscal-year serial	51-11795	Beechcraft	C-45G	United States
26969	US	USAF/US Army fiscal-year serial	51-11854	Beech	C-45G	United States
1040	US	USAF/US Army fiscal-year serial	52-10865	Beechcraft	C-45H	United States
6281	US	USAF/US Army fiscal-year serial	52-10902	Beechcraft	C-45H	United States
6392	US	USAF/US Army fiscal-year serial	51-11696	Beech	C-45H	United States
6495	US	USAF/US Army fiscal-year serial	52-10862	Beechcraft	C-45H	United States
7469	US	N-number	N40074	Beech	C-45H	United States
8460	US	N-number	N8640E	Beech	C-45H	United States
8564	US	USAF/US Army fiscal-year serial	52-10893	Beech	C-45H	United States
11381	AR	LV- registration	LV-WEX	Beechcraft	C-45H	Argentina
23739	IS	TF- registration	TF-JFA	Beechcraft	C-45H	Iceland
24563	US	N-number	N45GC	Beech	C-45H	United States
25277	US	USAF/US Army fiscal-year serial	52-10841	Beech	C-45H	United States
26017	US	USAF/US Army fiscal-year serial	51-11699	Beech	C-45H	United States
26084	US	N-number	N7916A	Beech	C-45H	United States
26671	US	USAF/US Army fiscal-year serial	52-10858	Beech	C-45H	United States
26842	US	USAF/US Army fiscal-year serial	52-10884	Beech	C-45H	United States
27083	US	USAF/US Army fiscal-year serial	52-10866	Beech	C-45H	United States
20532	CA	CF- registration	CF-MPI	Beechcraft	C-45H Expeditor	Canada
20600	US	USAF/US Army fiscal-year serial	52-10927	Beechcraft	C-45H Expeditor	Canada
10845	BR	PP- registration	PP-NMH	Curtiss	C-46	Brazil
13489	IN	VT- registration	VT-DRN	Curtiss	C-46	India
11160	BR	PP- registration	PP-VCE	Curtiss	C-46A	Brazil
11391	AR	LQ- registration	LQ-IYV	Curtiss	C-46A	Argentina
25382	US	USAF/US Army fiscal-year serial	43-47350	Curtiss-Wright	C-46A	United States
361	US	USAF/US Army fiscal-year serial	44-77575	Curtiss	C-46D	United States
1888	US	USAF/US Army fiscal-year serial	44-78019	Curtiss	C-46D	United States
3967	US	USAF/US Army fiscal-year serial	44-77635	Curtiss	C-46D	United States
4132	US	USAF/US Army fiscal-year serial	44-78018	Curtiss	C-46D	United States
10172	US	USAF/US Army fiscal-year serial	44-77424	Curtiss	C-46D	United States
19528	US	N-number	N23AC	Curtiss	C-46D	Israel
471	US	USAF/US Army fiscal-year serial	43-47218	Curtiss-Wright	C-46F	United States
1856	US	N-number	N53594	Curtiss	C-46F	United States
20263	US	N-number	N78774	Curtiss	C-46F	United States
20952	CA	C-F/G registration	C-GYHT	Curtiss-Wright	C-46F	Canada
25851	US	USAF/US Army fiscal-year serial	44-78573	Curtiss	C-46F	United States
13554	IN	VT- registration	VT-AUI	Douglas	C-47	India
13559	IN	VT- registration	VT-CYT	Douglas	C-47	India
16850	US	USAF/US Army fiscal-year serial	45-0951	Douglas	C-47	Germany
17096	AU	RAAF A-series serial	A65-69	Douglas	C-47	Germany
17876	DE	D- registration	D-CADE	Douglas	C-47	Germany
17935	FR	F- registration	F-BFGX	Douglas	C-47	Germany
22476	NZ	ZK- registration	ZK-AMY	Douglas	C-47	New Zealand
3990	US	USAF/US Army fiscal-year serial	41-7723	Douglas	C-47	United States
8450	US	N-number	N105CA	Douglas	C-47	United States
8826	ID	PK- registration	PK-GDZ	Douglas	C-47	Indonesia
26999	US	USAF/US Army fiscal-year serial	41-38630	Douglas	C-47	United States
12965	CO	HK- registration	HK-3630	Douglas	C-47A	Colombia
13801	IN	VT- registration	VT-CGQ	Douglas	C-47A	India
13950	IN	VT- registration	VT-CEB	Douglas	C-47A	India
13967	IN	VT- registration	VT-CTV	Douglas	C-47A	India
14040	US	USAF/US Army fiscal-year serial	42-24244	Douglas	C-47A	Saudi Arabia
14071	US	USAF/US Army fiscal-year serial	42-23761	Douglas	C-47A	Saudi Arabia
21426	US	USAF/US Army fiscal-year serial	41-38720	Douglas	C-47A	Canada
22364	AU	VH- registration	VH-BAB	Douglas Aircraft	C-47A	Australia
38376	ZA	ZS- registration	ZS-BXF	Douglas	C-47A	South Africa
58	US	USAF/US Army fiscal-year serial	43-15073	Douglas	C-47A	France
367	US	USAF/US Army fiscal-year serial	43-15977	Douglas	C-47A	United States
475	US	USAF/US Army fiscal-year serial	42-23668	Douglas	C-47A	United States
1041	US	USAF/US Army fiscal-year serial	42-92990	Douglas	C-47A	United States
6200	US	USAF/US Army fiscal-year serial	43-15509	Douglas	C-47A	United Kingdom
6304	US	USAF/US Army fiscal-year serial	43-15512	Douglas	C-47A	United States
6837	US	USAF/US Army fiscal-year serial	43-15679	Douglas	C-47A	United States
6918	US	USAF/US Army fiscal-year serial	42-92847	Douglas	C-47A	United States
7629	US	USAF/US Army fiscal-year serial	42-92838	Douglas	C-47A	United States
8255	US	USAF/US Army fiscal-year serial	43-48098	Douglas	C-47A	United States
8404	US	USAF/US Army fiscal-year serial	43-15635	Douglas	C-47A	United States
8660	US	N-number	N147AZ	Douglas	C-47A	United States
10664	ET	ET- registration	ET-AIA	Douglas	C-47A	Ethiopia
10685	ET	ET- registration	ET-AJH	Douglas	C-47A	Eritrea
12878	AR	LV- registration	LV-ADF	Douglas	C-47A	Chile
14112	US	USAF/US Army fiscal-year serial	42-92452	Douglas	C-47A	United Arab Emirates
14121	CD	9Q- registration	9Q-CTR	Douglas	C-47A	Democratic Republic of the Congo
14348	US	USAF/US Army fiscal-year serial	42-93510	Douglas	C-47A	United Kingdom
19299	IR	EP- registration	EP-TWB	Douglas	C-47A	Iran
19758	TR	TC- registration	TC-ALI	Douglas	C-47A	Turkey
20169	US	N-number	N3239T	Douglas	C-47A	United States
21395	CA	C-F/G registration	C-FCQT	Douglas	C-47A	Canada
23736	IS	TF- registration	TF-NPK	Douglas	C-47A	Iceland
24370	US	USAF/US Army fiscal-year serial	43-12061	Douglas	C-47A	United States
24559	US	USAF/US Army fiscal-year serial	43-30652	Douglas	C-47A	United States
24868	US	USAF/US Army fiscal-year serial	43-15200	Douglas	C-47A	United States
24935	US	USAF/US Army fiscal-year serial	43-15275	Douglas	C-47A	United States
25007	US	USAF/US Army fiscal-year serial	42-93790	Douglas	C-47A	United States
25372	US	USAF/US Army fiscal-year serial	42-92841	Douglas	C-47A	United States
25795	US	USAF/US Army fiscal-year serial	43-15623	Douglas	C-47A	United States
26001	US	USAF/US Army fiscal-year serial	43-16130	Douglas	C-47A	United States
26226	US	N-number	N3240A	Douglas	C-47A	United States
26343	US	USAF/US Army fiscal-year serial	42-93168	Douglas	C-47A	United States
26427	US	USAF/US Army fiscal-year serial	44-76716	Douglas	C-47A	United States
27019	US	USAF/US Army fiscal-year serial	43-16094	Douglas	C-47A	United States
27039	US	USAF/US Army fiscal-year serial	42-93800	Douglas	C-47A	United States
27219	US	N-number	N24320	Douglas	C-47A	United States
31096	US	USAF/US Army fiscal-year serial	43-15749	Douglas	C-47A	United States
37933	CA	C-F/G registration	C-FITH	Douglas	C-47A	Malta
17530	US	USAF/US Army fiscal-year serial	43-30729	Douglas	C-47A-30-DK	Germany
12964	CO	HK- registration	HK-3993	Douglas	C-47B	Colombia
13562	IN	VT- registration	VT-DDW	Douglas	C-47B	India
15983	GB	RAF two-letter serial	KN448	Douglas	C-47B	United Kingdom
21541	AU	RAAF A-series serial	A65-67	Douglas	C-47B	Australia
21700	AU	RAAF A-series serial	A65-124	Douglas	C-47B	Australia
21854	AU	RAAF A-series serial	A65-73	Douglas Aircraft	C-47B	Australia
21963	AU	RAAF A-series serial	A65-95	Douglas	C-47B	Australia
21964	AU	RAAF A-series serial	A65-94	Douglas	C-47B	Australia
22031	AU	RAAF A-series serial	A65-64	Douglas	C-47B	Australia
22263	AU	RAAF A-series serial	A65-78	Douglas	C-47B	Australia
22309	AU	RAAF A-series serial	A65-114	Douglas	C-47B	Australia
22411	AU	RAAF A-series serial	A65-71	Douglas	C-47B	Australia
22444	NZ	RNZAF serial	NZ3551	Douglas	C-47B	New Zealand
22612	NZ	ZK- registration	ZK-BQK	Douglas	C-47B	New Zealand
2492	US	USAF/US Army fiscal-year serial	44-76791	Douglas	C-47B	United States
5684	US	USAF/US Army fiscal-year serial	44-76502	Douglas	C-47B	United States
6927	US	USAF/US Army fiscal-year serial	44-77109	Douglas	C-47B	United States
6947	US	USAF/US Army fiscal-year serial	43-49942	Douglas	C-47B	United States
7345	US	USAF/US Army fiscal-year serial	43-48415	Douglas	C-47B	United States
7646	US	N-number	N2805J	Douglas	C-47B	United States
10131	US	USAF/US Army fiscal-year serial	44-76486	Douglas	C-47B	United States
11274	BR	PT- registration	PT-KYX	Douglas	C-47B	Brazil
12879	CL	CC- registration	CC-CBW	Douglas	C-47B	Chile
13207	EC	HC- registration	HC-AUT	Douglas	C-47B	Ecuador
18711	US	USAF/US Army fiscal-year serial	43-49297	Douglas	C-47B	France
20152	US	USAF/US Army fiscal-year serial	43-16141	Douglas	C-47B	United States
23867	US	USAF/US Army fiscal-year serial	43-48716	Douglas	C-47B	United States
24243	US	N-number	N15SJ	Douglas	C-47B	United States
24427	US	USAF/US Army fiscal-year serial	44-76457	Douglas	C-47B	United States
24934	US	USAF/US Army fiscal-year serial	43-49442	Douglas	C-47B	United States
25934	US	USAF/US Army fiscal-year serial	43-49355	Douglas	C-47B	United States
7421	US	USAF/US Army fiscal-year serial	44-76671	Douglas	C-47D	United States
7700	US	USAF/US Army fiscal-year serial	44-76582	Douglas	C-47D	United States
8485	US	USAF/US Army fiscal-year serial	45-0928	Douglas	C-47D	United States
8977	US	USAF/US Army fiscal-year serial	43-48301	Douglas	C-47D	Philippines
9901	US	USAF/US Army fiscal-year serial	44-76326	Douglas	C-47D	United States
17827	DE	Bundeswehr NN+NN	14+01	Douglas	C-47D	Germany
26512	US	USAF/US Army fiscal-year serial	43-49270	Douglas	C-47D	United States
26534	US	USAF/US Army fiscal-year serial	43-16277	Douglas	C-47D	United States
17528	US	USAF/US Army fiscal-year serial	43-49081	Douglas	C-47D Skytrain	Germany
20714	GB	RAF two-letter serial	FZ692	Douglas	C-47Dakota	Canada
15867	GB	RAF two-letter serial	KN645	Douglas	C-47Dakota C.4	United Kingdom
15850	GB	RAF two-letter serial	KG437	Douglas	C-47Dakota III	United Kingdom
27081	US	USAF/US Army fiscal-year serial	42-93127	Douglas	C-47H	United States
24476	US	USAF/US Army fiscal-year serial	43-48957	Douglas	C-47J	United States
25852	US	USAF/US Army fiscal-year serial	43-48932	Douglas	C-47VC-47D	United States
7269	US	N-number	N87745	Douglas	C-49J	United States
13129	US	N-number	N207U	Douglas	C-49K	Venezuela
60	US	USAF/US Army fiscal-year serial	69-0014	Lockheed	C-5A	United States
1038	US	USAF/US Army fiscal-year serial	70-0451	Lockheed	C-5A	United States
25787	US	N-number	N56V	Douglas	C-53	United States
16611	CH	HB- registration	HB-IRN	Douglas	C-53B Skytrooper	Germany
815	US	USAF/US Army fiscal-year serial	41-20093	Douglas	C-53D	United States
14995	US	USAF/US Army fiscal-year serial	42-72343	Douglas	C-54B	United Kingdom
1042	US	USAF/US Army fiscal-year serial	42-72560	Douglas	C-54D	United States
3991	US	USAF/US Army fiscal-year serial	42-72488	Douglas	C-54D	United States
8256	US	USAF/US Army fiscal-year serial	42-72724	Douglas	C-54D	United States
10107	ZA	ZS- registration	ZS-PAJ	Douglas	C-54D	South Africa
14958	US	USAF/US Army fiscal-year serial	42-72525	Douglas	C-54D	United Kingdom
25920	US	USAF/US Army fiscal-year serial	43-17228	Douglas	C-54D	United States
27082	US	USAF/US Army fiscal-year serial	42-72642	Douglas	C-54D	United States
6571	US	USAF/US Army fiscal-year serial	44-9141	Douglas	C-54E	United States
14041	US	USAF/US Army fiscal-year serial	44-9056	Douglas	C-54E	Saudi Arabia
21965	AU	VH- registration	VH-EAY	Douglas	C-54E	Australia
17529	US	USAF/US Army fiscal-year serial	44-9063	Douglas	C-54E Skymaster	Germany
6517	US	USAF/US Army fiscal-year serial	45-0502	Douglas	C-54G	United States
24967	US	USAF/US Army fiscal-year serial	45-0579	Douglas	C-54G	United States
16976	US	USAF/US Army fiscal-year serial	45-0557	Douglas	C-54G Skymaster	Germany
25371	US	USAF/US Army fiscal-year serial	44-9030	Douglas	C-54M	United States
6583	US	N-number	N55CW	Douglas	C-54Q	United States
382	US	N-number	N1020V	Lockheed	C-56	United States
1043	US	USAF/US Army fiscal-year serial	41-19729	Lockheed	C-56	United States
22624	NZ	ZK- registration	ZK-BVE	Lockheed	C-56D	New Zealand
8584	US	USAF/US Army fiscal-year serial	43-16445	Lockheed	C-60A	United States
13285	US	N-number	N69415	Lockheed	C-60A	Uruguay
22649	AU	VH- registration	VH-XUS	Lockheed	C-60A	New Zealand
25381	US	USAF/US Army fiscal-year serial	42-55918	Lockheed	C-60A	United States
23700	FI	OH- registration	OH-NOA	Noorduyn	C-64A	Finland
126	US	USAF/US Army fiscal-year serial	63-9757	de Havilland Canada	C-7A	United States
1039	US	USAF/US Army fiscal-year serial	60-3767	de Havilland Canada	C-7A	United States
4159	US	USAF/US Army fiscal-year serial	62-4193	de Havilland Canada	C-7A	United States
7195	US	USAF/US Army fiscal-year serial	63-9719	de Havilland Canada	C-7A	United States
7291	US	USAF/US Army fiscal-year serial	57-3082	de Havilland Canada	C-7A	United States
25386	US	USAF/US Army fiscal-year serial	63-9760	de Havilland Canada	C-7A	United States
27306	US	USAF/US Army fiscal-year serial	61-2600	de Havilland Canada	C-7A	United States
812	US	USAF/US Army fiscal-year serial	63-9765	de Havilland Canada	C-7B	United States
24923	US	USAF/US Army fiscal-year serial	63-9756	de Havilland Canada	C-7B	United States
25036	US	USAF/US Army fiscal-year serial	62-4188	de Havilland Canada	C-7B	United States
25855	US	USAF/US Army fiscal-year serial	57-3083	de Havilland Canada	C-7YC-7A	United States
4010	US	USAF/US Army fiscal-year serial	44-23006	Fairchild	C-82A	United States
5685	US	USAF/US Army fiscal-year serial	48-0574	Fairchild	C-82A	United States
25534	US	USAF/US Army fiscal-year serial	45-57814	Fairchild	C-82A	United States
7415	US	USAF/US Army fiscal-year serial	71-0878	McDonnell Douglas	C-9A	United States
25378	US	USAF/US Army fiscal-year serial	67-22584	McDonnell Douglas	C-9A	United States
26669	US	USAF/US Army fiscal-year serial	71-0877	Douglas	C-9A	United States
6305	US	USAF/US Army fiscal-year serial	73-1683	Douglas	C-9C	United States
3926	US	USAF/US Army fiscal-year serial	52-2626	Boeing	C-97G	United States
10326	US	USAF/US Army fiscal-year serial	52-2764	Boeing	C-97G	United States
14683	GB	G- registration	G-ABLM	Cierva	C.24	United Kingdom
