id,state,museum,aircraft,aliases_before,aliases_after,description_before,description_after,had_description
5310,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale Exocet-AM 39,development prototype,,,development prototype,False
5313,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale SA 316-B F-ZBAN,1115 | Sécurité Civile,1115,,Sécurité Civile,False
5314,Ile-de-France,Musee de l'Air et de l'Espace,Aérospatiale SN 601 F-GJAP,c/n 31 | ex-Airbus,c/n 31,,ex-Airbus,False
5323,Ile-de-France,Musee de l'Air et de l'Espace,Bernard 191-GR,n°2,,,n°2,False
5324,Ile-de-France,Musee de l'Air et de l'Espace,Blériot XI-2,Inv 54 | airframe 686 Pégoud,Inv 54,,airframe 686 Pégoud,False
5327,Ile-de-France,Musee de l'Air et de l'Espace,Boeing 707 F-BHSL,forward fuselage section only,,,forward fuselage section only,False
5325,Ile-de-France,Musee de l'Air et de l'Espace,Boeing 747-128 F-BPVJ,Air France,,,Air France,False
5333,Ile-de-France,Musee de l'Air et de l'Espace,Bréguet 1001,NATO light strike prototype,,,NATO light strike prototype,False
5334,Ile-de-France,Musee de l'Air et de l'Espace,Bréguet 901,glider,,,glider,False
5332,Ile-de-France,Musee de l'Air et de l'Espace,Bréguet G.111,coaxial-rotor prototype,,,coaxial-rotor prototype,False
5337,Ile-de-France,Musee de l'Air et de l'Espace,CASA 2.111-D,BR.21 | licence-built Heinkel He 111H-16,BR.21,,licence-built Heinkel He 111H-16,False
5336,Ile-de-France,Musee de l'Air et de l'Espace,Canadair CL-215,Sécurité Civile water bomber,,,Sécurité Civile water bomber,False
5338,Ile-de-France,Musee de l'Air et de l'Espace,Castel C-301-S,glider,,,glider,False
5343,Ile-de-France,Musee de l'Air et de l'Espace,Caudron C.714,airframe only,,,airframe only,False
5345,Ile-de-France,Musee de l'Air et de l'Espace,Caudron C.800,two-seat glider,,,two-seat glider,False
5346,Ile-de-France,Musee de l'Air et de l'Espace,Chanute Glider,only surviving original,,,only surviving original,False
5347,Ile-de-France,Musee de l'Air et de l'Espace,Cierva C.8L-II,autogyro,,,autogyro,False
5348,Ile-de-France,Musee de l'Air et de l'Espace,Coandă 1910,replica,,,replica,False
5373,Ile-de-France,Musee de l'Air et de l'Espace,DFS Habicht,glider | flown by Marcel Doret,,,glider; flown by Marcel Doret,False
5365,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mercure-100 F-BTTD,n°4 | Air Inter,,,n°4; Air Inter,False
5358,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mirage 2000 01,prototype,,,prototype,False
5361,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mirage 4000,Super Mirage 4000 | prototype,Super Mirage 4000,,prototype,False
5356,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mirage G8 01,variable-geometry prototype,,,variable-geometry prototype,False
5353,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mirage III-A,prototype,,,prototype,False
5355,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mirage III-V 01,VTOL prototype,,,VTOL prototype,False
5366,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mystère 20 F-WLKB,prototype 01,,,prototype 01,False
5351,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Mystère IV-A 01,prototype,,,prototype,False
5364,Ile-de-France,Musee de l'Air et de l'Espace,Dassault Rafale-A F-ZWRE,technology demonstrator,,,technology demonstrator,False
5372,Ile-de-France,Musee de l'Air et de l'Espace,Dewoitine D.530 F-AJTE,n°6,,,n°6,False
5377,Ile-de-France,Musee de l'Air et de l'Espace,Dragon Fly 333,ultralight helicopter,,,ultralight helicopter,False
5379,Ile-de-France,Musee de l'Air et de l'Espace,Fabre Hydravion,first seaplane to fly 1910,,,first seaplane to fly 1910,False
5384,Ile-de-France,Musee de l'Air et de l'Espace,Fauvel AV.36,flying-wing glider,,,flying-wing glider,False
5387,Ile-de-France,Musee de l'Air et de l'Espace,Focke-Achgelis Fa 330-A-0,rotor kite,,,rotor kite,False
5397,Ile-de-France,Musee de l'Air et de l'Espace,Hirsch H-100,gust-absorber testbed,,,gust-absorber testbed,False
5398,Ile-de-France,Musee de l'Air et de l'Espace,Hurel-Dubois HD.10,high-aspect-ratio testbed,,,high-aspect-ratio testbed,False
5401,Ile-de-France,Musee de l'Air et de l'Espace,Le Bris Barque ailée,replica of the 1857 machine,,,replica of the 1857 machine,False
5402,Ile-de-France,Musee de l'Air et de l'Espace,Leduc 010,ramjet research aircraft,,,ramjet research aircraft,False
5403,Ile-de-France,Musee de l'Air et de l'Espace,Leduc 022,ramjet research aircraft,,,ramjet research aircraft,False
5404,Ile-de-France,Musee de l'Air et de l'Espace,Lilienthal Glider,1920 replica of an 1895 glider,,,1920 replica of an 1895 glider,False
5409,Ile-de-France,Musee de l'Air et de l'Espace,Morane-Saulnier MS.230,n°1048,,,n°1048,False
5408,Ile-de-France,Musee de l'Air et de l'Espace,Morane-Saulnier Type AI F-ABAO,Inv 24 | n°2283,Inv 24,,n°2283,False
5407,Ile-de-France,Musee de l'Air et de l'Espace,Morane-Saulnier Type G,Inv 23 | rebuilt to represent Garros crossing,Inv 23,,rebuilt to represent Garros crossing,False
5474,Ile-de-France,Musee de l'Air et de l'Espace,NPO Energia Soyuz T-6,reentry capsule | Jean-Loup Chrétien 1982,,,reentry capsule; Jean-Loup Chrétien 1982,False
5412,Ile-de-France,Musee de l'Air et de l'Espace,Nieuport II-N,Inv 17 | museum-built copy,Inv 17,,museum-built copy,False
5418,Ile-de-France,Musee de l'Air et de l'Espace,North American T-6-G,151-14522,,,151-14522,False
5472,Ile-de-France,Musee de l'Air et de l'Espace,PZL SZD-24,glider,,,glider,False
5424,Ile-de-France,Musee de l'Air et de l'Espace,Potez 53,Coupe Deutsch de la Meurthe 1933,,,Coupe Deutsch de la Meurthe 1933,False
5440,Ile-de-France,Musee de l'Air et de l'Espace,SEPECAT Jaguar-A A91,opération Daguet,,,opération Daguet,False
5455,Ile-de-France,Musee de l'Air et de l'Espace,SNECMA C.400-P.2,VTOL test rig,,,VTOL test rig,False
5456,Ile-de-France,Musee de l'Air et de l'Espace,SOCATA TB-30 F-SEYG,n°116,,,n°116,False
5458,Ile-de-France,Musee de l'Air et de l'Espace,SPAD XIII,factory fuselage only,,,factory fuselage only,False
5438,Ile-de-France,Musee de l'Air et de l'Espace,Schneider SG 38-caréné,faired version,,,faired version,False
5443,Ile-de-France,Musee de l'Air et de l'Espace,Sikorsky H-34-A,Sud-Aviation licence-built,,,Sud-Aviation licence-built,False
5473,Ile-de-France,Musee de l'Air et de l'Espace,Siren C.30,glider,,,glider,False
5460,Ile-de-France,Musee de l'Air et de l'Espace,Sud Aviation Ludion,VTOL individual platform,,,VTOL individual platform,False
5461,Ile-de-France,Musee de l'Air et de l'Espace,Sud Aviation SA 319-B,Gendarmerie | n°2009,Gendarmerie,,n°2009,False
5446,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Est C.302,SNCASE | Cierva C.30 licence,SNCASE,,Cierva C.30 licence,False
5447,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Est SE.3130 01,prototype 01,,,prototype 01,False
5449,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Est SE.3210 F-ZWWE,n°01,,,n°01,False
5450,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Est SE.5003 F-ZWTV,n°3,,,n°3,False
5444,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Est SE.535,SNCASE | Vampire derivative,SNCASE,,Vampire derivative,False
5453,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Ouest SO.1220 F-WGVD,prototype n°2,,,prototype n°2,False
5451,Ile-de-France,Musee de l'Air et de l'Espace,Sud-Ouest SO.6000 F-WFKY,n°03,,,n°03,False
5464,Ile-de-France,Musee de l'Air et de l'Espace,Transall C-160-G F-RAGT,n°1,,,n°1,False
5465,Ile-de-France,Musee de l'Air et de l'Espace,Transall C-160-R F-RAMM,R18 | 61-MM,R18,,61-MM,False
5467,Ile-de-France,Musee de l'Air et de l'Espace,Voisin Voisin-Farman I,1919 replica of the 1907 machine,,,1919 replica of the 1907 machine,False
5469,Ile-de-France,Musee de l'Air et de l'Espace,Westland Lynx,WG.13 | n°810,WG.13,,n°810,False
5471,Ile-de-France,Musee de l'Air et de l'Espace,Zlin Z-236,Zlin 326 Trener Master,,,Zlin 326 Trener Master,False
7645,Kansas,Amelia Earhart Hangar Museum,Lockheed 10-E N1602D,c/n 1042 | the last surviving 10-E | ex-NC14972 XA-BCJ PP-PAX PP-VAP N2068A N35PB N355B | ex-Pan Am and VARIG | displayed as NR1602D | registered to the Atchison Amelia Earhart Foundation,c/n 1042,,the last surviving 10-E; ex-NC14972 XA-BCJ PP-PAX PP-VAP N2068A N35PB N355B; ex-Pan Am and VARIG; displayed as NR1602D; registered to the Atchison Amelia Earhart Foundation,False
7656,Kansas,American Flight Museum,Cessna T-41 N4983R,FAA type 172H c/n 17256337,,,FAA type 172H c/n 17256337,False
7646,Kansas,American Flight Museum,Douglas C-47-B N2805J,c/n 20835 | painted as an AC-47 gunship in Sgt John Levitow markings | airworthy and flown to airshows,c/n 20835,,painted as an AC-47 gunship in Sgt John Levitow markings; airworthy and flown to airshows,False
7654,Kansas,American Flight Museum,Nanchang CJ-6 N5199Y,c/n 2432002 | FAA type Yak-18A,c/n 2432002,,FAA type Yak-18A,False
7658,Kansas,B-29 Doc Hangar Education and Visitors Center,Boeing B-29 44-69972,Wichita-built | civil registration N69972 | airworthy | registered to Doc's Friends Inc | the hangar closes while the aircraft is on tour,Wichita-built,,civil registration N69972; airworthy; registered to Doc's Friends Inc; the hangar closes while the aircraft is on tour,False
7660,Kansas,CAF Heart of America Wing,Fairchild PT-19-A N50481,FAA type M-62A c/n 6103AE | owned by CAF headquarters | the wing says a 1943 airframe and the FAA says 1945,,,FAA type M-62A c/n 6103AE; owned by CAF headquarters; the wing says a 1943 airframe and the FAA says 1945,False
7659,Kansas,CAF Heart of America Wing,Stearman PT-13 N234X,FAA type A75 c/n 75-260 | accepted by the Army 1940 | airworthy | owned by CAF headquarters,,,FAA type A75 c/n 75-260; accepted by the Army 1940; airworthy; owned by CAF headquarters,False
7662,Kansas,CAF Jayhawk Wing,Cessna UC-78 N44795,c/n 6516 | damaged in the August 2024 McConnell microburst | returned to the hangar January 2025 after repair,c/n 6516,,damaged in the August 2024 McConnell microburst; returned to the hangar January 2025 after repair,False
7661,Kansas,CAF Jayhawk Wing,Fairchild PT-23-A N64176,c/n 256H0 | owned by CAF headquarters | flying since 1999,c/n 256H0,,owned by CAF headquarters; flying since 1999,False
7663,Kansas,CAF Jayhawk Wing,Ryan PT-22 N46220,c/n 1733 | owned by CAF headquarters,c/n 1733,,owned by CAF headquarters,False
7927,Kansas,Chase County All Veterans Memorial,Bell UH-1-H 64-13866,built as a UH-1D | 162nd Assault Helicopter Company Vietnam September 1966 to April 1968 with combat damage three times | later National Guard,,,built as a UH-1D; 162nd Assault Helicopter Company Vietnam September 1966 to April 1968 with combat damage three times; later National Guard,False
7664,Kansas,Cloud County Historical Museum,Lincoln-Page LP-3 N418V,c/n 281 | described as the last biplane built by Page Aircraft of Lincoln Nebraska | registered to the Blosser Foundation,c/n 281,,described as the last biplane built by Page Aircraft of Lincoln Nebraska; registered to the Blosser Foundation,False
7669,Kansas,Coffeyville Aviation Heritage Museum,Brock KB-2 N171TC,gyroplane c/n TC-6 built by T L Cory,,,gyroplane c/n TC-6 built by T L Cory,False
7671,Kansas,Coffeyville Aviation Heritage Museum,Curtiss JN-4,almost certainly a replica | mentioned by Kansas Tourism December 2025 | unverified,,,almost certainly a replica; mentioned by Kansas Tourism December 2025; unverified,False
7666,Kansas,Coffeyville Aviation Heritage Museum,Funk B N22678,c/n 5 | Coffeyville-built | historic registration NC22678,c/n 5 | Coffeyville-built,,historic registration NC22678,False
7668,Kansas,Coffeyville Aviation Heritage Museum,Funk B-85C N77704,c/n 334 | last registered to Emil W Roesky,c/n 334,,last registered to Emil W Roesky,False
7670,Kansas,Coffeyville Aviation Heritage Museum,Mitchell U-2,flying-wing ultralight with a 34-foot span,,,flying-wing ultralight with a 34-foot span,False
7665,Kansas,Coffeyville Aviation Heritage Museum,Republic F-84-F 52-6675,outdoors,,,outdoors,False
7684,Kansas,Combat Air Museum,Airco DH.2 N123DH,replica at 80 percent scale built by Dick and Sharon Starks | donated October 2015 | hangs from the rafters,,,replica at 80 percent scale built by Dick and Sharon Starks; donated October 2015; hangs from the rafters,False
7695,Kansas,Combat Air Museum,Beechcraft RU-8-D 58-1358,c/n LH-185 | N4835Z | civil N4835Z | delivered 16 February 1959 as an L-23D | RU-8D from 1962 | 138th Aviation Company Da Nang | donated May 1985 | Hangar 604,c/n LH-185 | N4835Z,,civil N4835Z; delivered 16 February 1959 as an L-23D; RU-8D from 1962; 138th Aviation Company Da Nang; donated May 1985; Hangar 604,False
7696,Kansas,Combat Air Museum,Beechcraft SNB-5 51241,N87693 | civil N87693 | built Wichita as an SNB-2 accepted 5 November 1943 | converted SNB-5 1950-51 | USDA screwworm programme | purchased 12 October 1988,N87693,,civil N87693; built Wichita as an SNB-2 accepted 5 November 1943; converted SNB-5 1950-51; USDA screwworm programme; purchased 12 October 1988,False
7672,Kansas,Combat Air Museum,Bell UH-1-H 65-09617,built as a UH-1D by Bell Fort Worth | acquired November 1995 | TACOM loan | Hangar 602,,,built as a UH-1D by Bell Fort Worth; acquired November 1995; TACOM loan; Hangar 602,False
7697,Kansas,Combat Air Museum,Bell UH-1-M 66-0683,composite airframe | crew cab from UH-1M trainer shell 66-0683 with the boom from 66-15091 | gunship configuration with XM-200 rocket pods | TACOM loan,,,composite airframe; crew cab from UH-1M trainer shell 66-0683 with the boom from 66-15091; gunship configuration with XM-200 rocket pods; TACOM loan,False
7715,Kansas,Combat Air Museum,Boeing CH-47-D 85-24346,c/n M3116 | built 1967 as CH-47C 67-18504 | 147th ASHC Vietnam 1972 | rebuilt to CH-47D accepted 15 May 1986 | 101st Airborne | delivered to the museum 11 September 2019 | restoration begun 2023,c/n M3116,,built 1967 as CH-47C 67-18504; 147th ASHC Vietnam 1972; rebuilt to CH-47D accepted 15 May 1986; 101st Airborne; delivered to the museum 11 September 2019; restoration begun 2023,False
7698,Kansas,Combat Air Museum,Canadian Car and Foundry Harvard-Mk IV N294CH,RCAF 20294 c/n CCF-4-85 | on exhibit since 1981 | purchased 1987 | the museum's 1947 build year predates Mk IV production,,,RCAF 20294 c/n CCF-4-85; on exhibit since 1981; purchased 1987; the museum's 1947 build year predates Mk IV production,False
7699,Kansas,Combat Air Museum,Cessna AT-17 43-7314,accepted 4 May 1943 | civil N52390 from 1956 | uncovered fuselage shell and wing displayed as a skeleton | donated July 2017,,,accepted 4 May 1943; civil N52390 from 1956; uncovered fuselage shell and wing displayed as a skeleton; donated July 2017,False
7691,Kansas,Combat Air Museum,Curtiss JN-4-D-2 N101JN,replica | full scale built by Elton Rowley | first flight 16 May 1969,,,replica; full scale built by Elton Rowley; first flight 16 May 1969,False
7700,Kansas,Combat Air Museum,Douglas C-47-D 44-76582,N710Z | civil N710Z | built Oklahoma City as a TC-47B c/n 32914 delivered 27 March 1945 | VC-47D from 1949 | later AEC and USDA | acquired May 1980 | D-Day invasion stripes,N710Z,,civil N710Z; built Oklahoma City as a TC-47B c/n 32914 delivered 27 March 1945; VC-47D from 1949; later AEC and USDA; acquired May 1980; D-Day invasion stripes,False
7701,Kansas,Combat Air Museum,Douglas F3D-2 125807,accepted 31 March 1953 | F3D-2T2 radar trainer 1955 | TF-10B from 1962 | Raytheon and US Army test aircraft from 1969 | GSA transfer,,,accepted 31 March 1953; F3D-2T2 radar trainer 1955; TF-10B from 1962; Raytheon and US Army test aircraft from 1969; GSA transfer,False
7692,Kansas,Combat Air Museum,Etrich Taube N1914S,replica at 52 percent scale by Dick and Sharon Starks | flew airshows 2004-05 | donated 2006,,,replica at 52 percent scale by Dick and Sharon Starks; flew airshows 2004-05; donated 2006,False
7673,Kansas,Combat Air Museum,Fairchild UC-61-K N81395,Fairchild 24W-46 c/n W46295 built under licence by TEMCO | donated February 1991 | restored to UC-61K configuration,,,Fairchild 24W-46 c/n W46295 built under licence by TEMCO; donated February 1991; restored to UC-61K configuration,False
7685,Kansas,Combat Air Museum,Fokker Dr.I N232DL,replica at 75 percent scale,,,replica at 75 percent scale,False
7686,Kansas,Combat Air Museum,Fokker E.IV NX457JW,replica | full scale,,,replica; full scale,False
7702,Kansas,Combat Air Museum,Grumman F-14-A 161615,c/n 474 | delivered October 1983 | VF-124 Top Gun instruction | NNAM loan | arrived 2003,c/n 474,,delivered October 1983; VF-124 Top Gun instruction; NNAM loan; arrived 2003,False
7674,Kansas,Combat Air Museum,Grumman F11F-1 141811,VF-33 USS Intrepid | N9940 | ex-civil N9940 | accepted by the US Navy in 1958 | flown by the Blue Angels 1968 season | ex-University of Kansas | GSA transfer June 1980,VF-33 USS Intrepid | N9940,,ex-civil N9940; accepted by the US Navy in 1958; flown by the Blue Angels 1968 season; ex-University of Kansas; GSA transfer June 1980,False
7675,Kansas,Combat Air Museum,Grumman F9F-5 126226,accepted 14 October 1952 | NNAM loan,,,accepted 14 October 1952; NNAM loan,False
7703,Kansas,Combat Air Museum,Grumman US-2-A 136486,N486GT | civil N486GT | built as an S2F-1 c/n G-89-395 accepted 31 May 1956 | later US-2A target tug from 1968 | GSA transfer,N486GT,,civil N486GT; built as an S2F-1 c/n G-89-395 accepted 31 May 1956; later US-2A target tug from 1968; GSA transfer,False
7704,Kansas,Combat Air Museum,Hiller OH-23-A 51-16122,c/n 276 | Hiller UH-12A | N6447D | ex-civil N6447D | restored over ten years,c/n 276 | Hiller UH-12A | N6447D,,ex-civil N6447D; restored over ten years,False
7716,Kansas,Combat Air Museum,Lockheed EC-121-T 52-3418,N4257U | civil N4257U | built Burbank 1954 as an RC-121D delivered October 1954 | converted EC-121T 1968 | 79th AEW&CS | ferried to Topeka May 1981 | restored May 2015 to July 2022,N4257U,,civil N4257U; built Burbank 1954 as an RC-121D delivered October 1954; converted EC-121T 1968; 79th AEW&CS; ferried to Topeka May 1981; restored May 2015 to July 2022,False
